Title,Original Title,Subtitle,Series,Volume,Author,"Author (Last, First)",Illustrator,Narrator,Translator,Photographer,Editor,Publisher,Place of Publication,Date Published,Year Published,Original Date Published,Original Year Published,Edition,Genre,Summary,Guided Reading Level,Lexile Measure,Lexile Code,Grade Level Equivalent,Developmental Reading Assessment,Interest Level,AR Level,AR Points,AR Quiz Number,Word Count,Number of Pages,Format,Audio Runtime,Dimensions,Weight,List Price,Language,Original Language,DDC,LCC,LCCN,OCLC,ISBN,ISSN,Favorites,Rating,Physical Location,Status,Status Incompleted Reason,Status Hidden,Date Started,Date Finished,Current Page,Loaned To,Date Loaned,Borrowed From,Date Borrowed,Returned from Borrow,Not Owned Reason,Quantity,Condition,Recommended By,Date Added,User Supplied ID,User Supplied Descriptor,Tags,Purchase Date,Purchase Place,Purchase Price,Notes,Google VolumeID,Category,Wish List,Previously Owned,Up Next,Position,Uploaded Image URL,Activities
Sangue del mio sangue,,,Le investigatrici,27,Roberta De Falco,"Falco, Roberta De",,,,,,Oggi,,,,,,,Crime,"(In owiner comprtamente carhonizauto al volante di wm au
la, anchesa bnicano nell abitacolo nulla si distingue dal nero assoluto se non fosse per un particolare, un piccolo e luminoso disasse all'orecchio della vittima, unico indizio per poter ri-oltre alla sua identità. Tutto fa pensare a un incidente finito in
murla, ma il emmissario Elettr Morin, il concorse appena
vinto e una gran voglia di dimostrare a se stessa e alla squadra della Mobile di Monfalcone di essere all'altezza, non è disposta a crodere alle ventà troppo scontate. Quando poi, a poche centinaia di metri, viene ritrovato un uomo nudo, feriro, che lugge da un'auto mezza sfasciata, e tutti pensano di avere in mano il colpevole. Elettra capisce di dover andare oltre le apparenze.
La targa dell'auto la porta a un'antica villa patrizia circondata da un sugrestivo giardino irvaso da rovi. Il proprietario, un anziano collezionista d'arte, e il figlio, legato sentimentalmente alla vittima, restano sconcertati dalla morte della rugazza che la naliorare il dolore per le tante tragedie a cui hanno dovuto assistete tra quelle mura bellissime e infernali. Dissotterrando il passato e cercando di svelare il presente, Elenra scoprirà che la vila nasconde molto più di quanto i superstiti vogliano raccon-tare. E che il richiamo del sangue è più forte di qualunque arma.",,,,,,,,,,,281,,,,,,,,,,,,,,0,0.000000,Sez. 1 Scaf. 7 Fila Post.,Unread,,0,,,,,,,,0,,,,,2024/10/31 16:09:47.863446950,,,,,,,,,Personale,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/19821FBB-6910-4B50-A299-E6C6FA9110D8,
Scomparsa,,,Le investigatrici,35,Florencia Etcheves,"Etcheves, Florencia",,,Valeria Raimondi,,,Oggi,,,,,,,Crime,"La gita a El Paraje, il paesino della Patagonia ai piedi del vulcano Tunik, sembra proprio un viaggio premio a Pipa Pelari e alle sue compagne di classe, la prima occasione di lasciare il prestigioso collegio di Buenos Aires in cui passano le giornate per sperimentare la libertà dei loro quindici anni.
Non possono immaginare che una fuga per andare a ballare, all'insaputa della professoressa Roviralta, non vedrà tornare una ragazza del gruppo, Cornelia Villalba, segnando l'esistenza delle altre per sempre. Dieci anni dopo, una messa in memoria di Cornelia scaraventa Pipa in quel passato che ha tentato in tutti i modi di dimenticare. Ormai donna e agente della squadra Omicidi, viene convinta dalla madre della sua compagna scomparsa - sicura che la figlia sia ancora viva e insospettita dai necrologi che un individuo misterioso ha fatto pubblicare per lei - a riaprire l'indagine e a lasciarsi inghiot-tire, proprio come Cornelia, dalle nevi del Sud, dove l'incubo
è cominciato.",,,,,,,,,,,319,,,,,,,,,,,,,,0,0.000000,Sez. 1 Scaf. 7 Fila Post.,Unread,,0,,,,,,,,0,,,,,2024/10/31 17:44:27.947321057,,,,,,,,,Personale,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/00198F4E-C4A5-42D7-BD69-13E34484E9E4,
Scrivere è un mestiere pericoloso,,,Le investigatrici,15,Alice Basso,"Basso, Alice",,,,,,Oggi,,,,,,,Crime,"Un gesto, una parola, un'espressione del viso. A Vani bastano piccoli particolari per capire una persona, per comprenderne il modo di pensare. Una dote speciale di cui farebbe volentieri a meno. Perché Vani sta bene solo con se stessa. Eppure, questa empatia è essenziale per il suo lavoro di ghostwriter: scrivere libri al posto di altri autori, imitandone lo stile. Questa volta deve creare un ricettario dalle memorie di un'anziana cuoca. Un'impresa, per lei, che non ha mai preso una padella in mano. Ad aiutarla il commissario Berganza, una vecchia conoscenza con la passione per la cucina. Di giorno in giorno le loro strambe lezioni diventano più intriganti. Ma la mente di Vani non è libera: Riccardo, l'autore con cui ha avuto una rocambolesca relazione, le ripiomba tra i piedi. E poi una rivelazione la cattura: la cuoca di cui sta raccogliendo le memorie confessa un delitto. Avvenuto anni prima in una delle famiglie più in vista di Torino. Berganza abbandona i fornelli per indagare e ha bisogno di Vani. Ha bisogno del suo dono che le permette di osservare le persone e scoprirne i segreti più nascosti. Eppure la strada che porta alla verità è lunga e piena di falsi indizi. Solo l'intuito di Vani può smascherarli.",,,,,,,,,,,335,,,,,,,,,,,,,,0,0.000000,Sez. 1 Scaf. 7 Fila Post.,Unread,,0,,,,,,,,0,,,,,2024/10/30 23:51:10.029621005,,,,,,,,,Personale,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/59DBA17E-7992-4D9B-A119-3CF749C0DCF5,
Sono io l'assassino,,,Le investigatrici,30,Amy Suiter Clarke,"Clarke, Amy Suiter",,,Donatella Semproni,,,Oggi,,,,,,,Crime,"Una volta Elle Castillo era un'assistente sociale e aiutava giovani vittime di crimini violenti. Adesso conduce un popolare podcast incentrato sui casi irrisolti di sparizioni e rapimenti di bambini. Dopo quattro stagioni in cui è riuscita a risolvere molti casi del genere tra Minneapolis e Saint Paul, in Min-nesota, Elle ha deciso di concentrarsi sul suo chiodo fisso da sempre: il Countdown Killer.
Vent'anni prima, questo assassino terrorizzò la comunità rapendo molte giovani e uccidendole con orrendi rituali, a gruppi di tre, nell'arco di sette giorni. Ogni nuova vittima aveva un anno in meno della precedente. Nessuno sa perché si sia bruscamente interrotto. Il pluriomicida non fu mai identificato.
Elle ha appena cominciato a seguire una pista suggerita da un ascoltatore, quando quello stesso ascoltatore viene ucciso.
Pochi giorni dopo, viene rapita una ragazzina. Sembra opera del Countdown Killer. Secondo la versione diffusa anni prima dai media e dalle forze dell'ordine, l'omicida si era suicidato, ma Elle non ha mai creduto a quella storia. E ora la sua indagine sembra averlo risvegliato...",,,,,,,,,,,350,,,,,,,,,,,,,,0,0.000000,Sez. 1 Scaf. 7 Fila Post.,Unread,,0,,,,,,,,0,,,,,2024/10/31 17:21:48.340214967,,,,,,,,,Personale,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/56B0837D-5F8D-4556-9237-B2D8A20254E2,
Stella o croce,,,Le investigatrici,14,Gian Mauro Costa,"Costa, Gian Mauro",,,,,,Oggi,,,,,,,Crime,"A Palermo, in una grande strada trafficata del centro, una signora gestisce una bottega di parrucche. È una donna gentile e di una tenerezza particolare, bravissima nella sua arte e ben affermata tra artisti, donne sottoposte a terapie invasive, travestiti, le sue cure sono talvolta un balsamo psicologico.
Un giorno, la donna viene trovata uccisa nella sua bottega.
La polizia avvia le indagini: i tanti clienti, le stranezze delle loro vite, il mondo del teatro... Ma senza risultati.
Per un'amicizia in comune, se ne incuriosisce Angela Mazzola.
Una ragazza di periferia che fa la poliziotta. Semplice agente della Mobile, solerte negli incarichi - mediocri - che le affida-no, non è una inflessibile paladina della giustizia e nemmeno una palestrata supereroina: è solo assetata di tutto quello che la vita può avere in serbo per lei. Questo istintivo entusiasmo è il motivo per cui si interessa al «delitto della parruccaia». La sua è però un'indagine privata, «approssimativa e clandesti-na», condotta nel tempo libero. Ma una serie di indizi sfuggiti a inquirenti distratti la colpisce. E sono segnali che la portano alla fine in un mondo in cui gli interessi non dovrebbero entra-re, e invece entrano e distruggono spietatamente.",,,,,,,,,,,207,,,,,,,,,,,,,,0,0.000000,Sez. 1 Scaf. 7 Fila Post.,Unread,,0,,,,,,,,0,,,,,2024/10/30 23:47:04.388376951,,,,,,,,,Personale,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/249B0E7F-11DA-49F7-93E3-9AEF73F392DD,
Testimone oculare,,,Le investigatrici,31,Anna Bågstam,"Bågstam, Anna",,,Laura Cangemi,,,Oggi,,,,,,,Crime,"Harriet Vesterberg ha deciso di lasciare Stoccolma per trasferirsi a Lerviken, un piccolo centro sulla costa della Sca-nia, dove trascorreva le vacanze estive quando era bambina e dove vive ancora suo padre, docente di diritto civile ormai in pensione. Disorientata e amareggiata per una storia d'amore finita male, e convinta che quella parte di Svezia sia il posto più bello del mondo, a trent'anni Harriet spera che il cambiamento possa ridarle l'energia di cui ha disperatamente bisogno. Purtroppo, alla stazione di polizia locale dove viene assunta come criminologa, nessuno sembra prenderla sul se-
rio. E neppure lo splendore della natura che la circonda basta a ridarle il buonumore, tanto che comincia a pensare di aver fatto la scelta sbagliata. Ma dopo l'omicidio di una delle donne più in vista del paese, trovata morta in un capannone nel suo podere, Harriet viene coinvolta in un'indagine dai risvolti inaspettati e, passo dopo passo, ha finalmente l'occasione di dimostrare di cosa è capace. D'un tratto, Lerviken sembra aver perso l'innocenza ai suoi occhi, e tutti quei volti che le sono così familiari si trasformano in potenziali sospetti. L'assassino potrebbe davvero essere qualcuno che lei conosce?",,,,,,,,,,,383,,,,,,,,,,,,,,0,0.000000,Sez. 1 Scaf. 7 Fila Post.,Unread,,0,,,,,,,,0,,,,,2024/10/31 17:27:53.794029951,,,,,,,,,Personale,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/A0BA509C-C040-43A5-9466-0C58AD11D82F,
Una donna normale,,,Le investigatrici,10,Roberto Costantini,"Costantini, Roberto",,,,,,Oggi,,,,,,,Crime,"Aba Abate è una donna normale. Suo marito Paolo, pubblicitario aspirante scrittore, è un uomo colto ma con scarso senso pratico. I figli, Francesco e Cristina, come tutti gli adolescenti, sono problematici e conflittuali. La sua unica vera amica sin dai tempi della scuola, Tiziana, ha una libreria. Aba si rivolge a lei in cerca di un aiuto per suo marito. Tenere uniti gli affetti non è sempre facile. Perché Aba Abate in realtà è anche «Ice».
Non una semplice impiegata ministeriale, ma una funzionaria dei Servizi segreti con un compito: reclutare gli infiltrati nelle moschee. È proprio da un suo informatore che Aba apprende che in Italia è in arrivo dalle coste libiche un terrorista pronto a farsi esplodere. Aba deve intervenire anche sul campo, in Libia e in Niger. E si avvale della collaborazione di un agente del posto, il professor Johnny Jazir, un uomo che la trascina in una spirale in cui tutti i suoi valori sono messi in dubbio.
Le missioni si moltiplicano, le emergenze familiari e lavorative si sovrappongono, e quando niente va come dovrebbe, il mondo di Aba - quello professionale, ma anche quello degli affetti per il quale ha sempre lottato - comincia inesorabilmente a crollarle addosso. Possono davvero coesistere Aba e Ice?",,,,,,,,,,,479,,,,,,,,,,,,,,0,0.000000,Sez. 1 Scaf. 7 Fila Post.,Unread,,0,,,,,,,,0,,,,,2024/10/30 23:19:07.789932012,,,,,,,,,Personale,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/7A74FD00-91AD-4100-B24D-18D890D1E98D,
Uno strano caso per il commissario Calligaris,,,Le investigatrici,19,Alessandra Carnevali,"Carnevali, Alessandra",,,,,,Oggi,,,,,,,Crime,"Adalgisa Calligaris ne ha fatta di strada, dopo avere lasciato il suo paese natale. Ha accumulato successi combattendo il crimine organizzato, ha sopportato minacce e pericoli. E ora il commissario ha deciso di concedersi un po di riposo. Quale posto migliore di Rivorosso? Al massimo dovrà acciuffare qualche ladruncolo. E lei, donna dura, brusca, per niente bella ma con un'intelligenza imbattibile, non ne è certo spaventa-ta. E invece, a qualche ora dal suo insediamento, la tranquilla cittadina di provincia viene scossa dal rinvenimento di un ca-davere. A trovarlo è Paolo Cortelli, idraulico trentacinquenne e marito fedifrago della parrucchiera del luogo. Il corpo è quello di Margot Cambiano, cittadina americana e ospite della Rosa e l'ortica, un centro per il benessere psicofisico nella campagna umbra, frequentato da una ricca clientela interna-zionale. E da lì che iniziano le indagini, che però lentamente coinvolgeranno tutto il paese: prima l'idraulico, poi la moglie, l'amante, il gioielliere... Ad aiutare Adalgisa c'è Carlo Petri, il medico legale, che ai tempi della scuola era stato il grande amore del futuro commissario...",,,,,,,,,,,251,,,,,,,,,,,,,,0,0.000000,Sez. 1 Scaf. 7 Fila Post.,Unread,,0,,,,,,,,0,,,,,2024/10/31 15:22:55.025614976,,,,,,,,,Personale,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/896A2012-3DEC-4C0D-8F2C-F846F1EBCD5B,
Urla nel silenzio,,,Le investigatrici,8,Angela Marsons,"Marsons, Angela",,,Angela Ricci,,,Oggi,,,,,,,Crime,"Cinque persone si trovano intorno a una fossa. A turno, ognuna di loro è costretta a scavare per dare sepoltura a un cada-vere. Ma si tratta di una buca piccola: il corpo non è quello di un adulto. Una vita innocente è stata sacrificata per siglare un oscuro patto di sangue. E il segreto che lega i presenti è destinato a essere sepolto sottoterra.
Anni dopo, la direttrice di una scuola viene brutalmente as-sassinata: è solo il primo di una serie di agghiaccianti delitti che terrorizzano la regione della Black Country, in Inghilter-ra. Il compito di seguire e fermare questa orribile scia di sangue viene affidato alla detective Kim Stone. Quando però nel corso delle indagini tornano alla luce anche i resti di un altro corpo sepolto molto tempo prima, Kim capisce che le radici del male vanno cercate nel passato e che per fermare il killer una volta per tutte dovrà confrontarsi con i propri demoni personali, che ha tenuto rinchiusi troppo a lungo...",,,,,,,,,,,367,,,,,,,,,,,,,,0,0.000000,Sez. 1 Scaf. 7 Fila Post.,Unread,,0,,,,,,,,0,,,,,2024/10/30 23:12:17.048539042,,,,,,,,,Personale,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/157C1136-4A81-4DBB-B539-A8676C1A0CD1,
Alice's adventures in wonderland,,,,,Lewis Carroll,"Carroll, Lewis",,,,,,Demetra,,,2022,,,,,,,,,,,,,,,,237,,,,,,inglese,,,,,,9788844079796,,0,0.000000,Sez. 2 Scaf. 3 Fila Ant.,Unread,,0,,,,,,,,0,,,,,2024/10/24 17:43:43.067801952,,,,,,,,,Personale,0,0,0,,http://images.amazon.com/images/P/8844079798.01Z.jpg,
Baudolino,,,,,Umberto Eco,"Eco, Umberto",,,,,,Bompiani,,,2002,,,,Fiction,"In quella zona del basso Piemonte dove, anni dopo, sorgerà Alessandria, Baudolino, un piccolo contadino fantasioso e bugiardo, conquista Federico Barbarossa e ne diventa figlio adottivo. Baudolino affabula e inventa ma, quasi per miracolo, tutto quello che immagina, produce Storia. Così, tra le altre cose, costruisce la mitica lettera del Prete Gianni, che prometteva all'Occidente un regno favoloso, nel lontano Oriente, governato da un re cristiano. Avventura picaresca, romanzo storico in cui emergono in germe i problemi dell'Italia contemporanea, storia di un delitto impossibile, racconto fantastico, teatro di invenzioni linguistiche esilaranti, questo libro celebra la forza del mito e dell'utopia.",,,,,,,,,,,526,,,,,,italiano,,,,,,9788845251955,,0,4.000000,Sez. 2 Scaf. 3 Fila Ant.,Unread,,0,,,,,,,,0,,,,,2024/11/02 00:01:21.356112003,,,,,,,,GeH2wAEACAAJ,Personale,0,0,0,,,
Becoming Jane Austen,,The True Love Story that Inspired the Classic Novels,,,Jon Spence,"Spence, Jon",,,,,,MJF Books,,,2003,,,,Biography & Autobiography,"Jon Spence's biography of Jane Austen paints an intimate portrait of the much-loved novelist. Spence's meticulous research has uncovered evidence that Austen and the charming young Irishman Tom Lefroy fell in love at the age of twenty and that the relationship inspired ""Pride and Prejudice,"" one of the most celebrated works of fiction. ""Becoming Jane Austen"" gives the fullest account we have of the romance, which was more serious and more enduring than previously believed.",,,,,,,,,,,294,,,,,,inglese,,,,,,9781567318944,,0,0.000000,Sez. 2 Scaf. 3 Fila Ant.,Unread,,0,,,,,,,,0,,,,,2024/10/31 11:41:18.227669000,,,,,,,,RuGNDl0a3mYC,Personale,0,0,0,,"https://m.media-amazon.com/images/I/31hCcy0roCL._AC_UF1000,1000_QL80_.jpg",
Eat Pray Love,,"One Woman's Search for Everything Across Italy, India and Indonesia [internation Al Export Edition]",,,Elizabeth Gilbert,"Gilbert, Elizabeth",,,,,,Penguin Books Limited,,2010/06/29,2010,,,,Biography & Autobiography,"Traces the author's decision to quit her job and travel the world for a year after suffering a midlife crisis and divorce, a journey that took her to three places in her quest to explore her own nature and learn the art of spiritual balance.",,,,,,,,,,,464,,,,,,inglese,,,,,,9780143118435,,0,0.000000,Sez. 2 Scaf. 3 Fila Ant.,Unread,,0,,,,,,,,0,,,,,2024/11/02 00:05:08.067091941,,,,,,,,8YsoQwAACAAJ,Personale,0,0,0,,,
English History,,,,,Collins UK,"UK, Collins",,,,,,HarperCollins Publishers Limited,,2018/10/04,2018,,,,History,"A concise guide to English history and how England has come to be what it is today. Key events, people and places included. Beautifully produced, Collins Little Book of English History is a treasure in itself and makes a perfect gift for any England enthusiast.",,,,,,,,,,,224,,,,,,inglese,,,,,,9780008298135,,0,0.000000,Sez. 2 Scaf. 3 Fila Ant.,Unread,,0,,,,,,,,0,,,,,2024/10/24 17:43:11.394865989,,,,,,,,eLRctAEACAAJ,Personale,0,0,0,,https://harpercollins.co.uk/cdn/shop/files/x9780008306526_1500x.jpg?v=1726370412,
Il cimitero di Praga,,,,,Umberto Eco,"Eco, Umberto",,,,,,Bompiani,,,2010,,,,Fiction,"Trent'anni dopo ""Il nome della rosa"" Umberto Eco torna in libreria con un nuovo romanzo di ambientazione storica. Lungo il XIX secolo, tra Torino, Palermo e Parigi, troviamo una satanista isterica, un abate che muore due volte, alcuni cadaveri in una fogna parigina, un garibaldino che si chiamava Ippolito Nievo, il falso bordereau di Dreyfus per l'ambasciata tedesca, la crescita di quella falsificazione nota come ""I protocolli dei Savi Anziani di Sion"", che ispirerà a Hitler i campi di sterminio, gesuiti che tramano contro i massoni, massoni, carbonari e mazziniani che strangolano i preti con le loro stesse budella, un Garibaldi artritico dalle gambe storte, i piani dei servizi segreti piemontesi, francesi, prussiani e russi, le stragi nella Parigi della Comune, orrendi ritrovi per criminali che tra i fumi dell'assenzio pianificano esplosioni e rivolte di piazza, falsi notai, testamenti mendaci, confraternite diaboliche e messe nere. Ottimo materiale per un romanzo d'appendice di stile ottocentesco, tra l'altro illustrato come i feuilletons di quel tempo. Un particolare: eccetto il protagonista, tutti i personaggi di questo romanzo sono realmente esistiti e hanno fatto quello che hanno fatto. E anche il protagonista fa cose che sono state veramente fatte, tranne che ne fa molte, che probabilmente hanno avuto autori diversi. Accade però che, tra servizi segreti, agenti doppi, ufficiali felloni ed ecclesiastici peccatori, l'unico personaggio inventato di questa storia sia il più vero di tutti.",,,,,,,,,,,523,,,,,,italiano,,,,,,9788845266225,,0,0.000000,Sez. 2 Scaf. 3 Fila Ant.,Unread,,0,,,,,,,,0,,,,,2024/11/01 23:58:24.812023997,,,,,,,,tZY1kgAACAAJ,Personale,0,0,0,,,
Il fantasma di Canterville-Il Principe Felice-Il delitto di lord Arthur Savile-The Canterville Ghost-The Happy Prince-Lord Arthur Savile's Crime. Ediz. integrale,,,,,Oscar Wilde,"Wilde, Oscar",,,Valentina Giuliani,,,Crescere Edizioni,,,2022,,,,Fiction,,,,,,,,,,,,217,,,,,,lingua imprecisata,,,,,,8883379985,,0,0.000000,Sez. 2 Scaf. 3 Fila Ant.,Unread,,0,,,,,,,,0,,,,,2024/11/20 12:20:05.369958043,,,,,,,,,,0,0,0,,http://images.amazon.com/images/P/8883379985.01Z.jpg,
Il nome della rosa,,,,,Umberto Eco,"Eco, Umberto",,,,,,La nave di Teseo,,,2020,,,,Fiction,"Un'abbazia medievale isolata. Una comunità di monaci sconvolta da una serie di delitti. Un frate francescano che indaga i misteri di una biblioteca inaccessibile. Il romanzo che ha rivelato al mondo il genio narrativo di Umberto Eco, un libro tradotto in 60 paesi, un best seller da 7 milioni di copie solo in Italia, che ha vinto il premio Strega e ha ispirato film e serie tv di successo mondiale.",,,,,,,,,,,628,,,,,,italiano,,,,,,9788834603000,,1,5.000000,Sez. 2 Scaf. 3 Fila Ant.,Read,,0,,2024/11/01,,,,,,0,,,,,2024/11/01 23:57:35.825039029,,,,,,,,Q0-KzQEACAAJ,Personale,0,0,0,,,"[{""status"":0,""activityYear"":2024,""param1"":""0"",""param2"":""2"",""param3"":"""",""contact"":"""",""comments"":"""",""deviceName"":""iPhone di Dorella"",""type"":12,""addedDate"":""2024\/11\/01 23:57:35.833546996"",""activityDate"":""2024\/11\/01""}]"
Il pendolo di Foucault,,,,,Umberto Eco,"Eco, Umberto",,,,,,Bompiani,,,2001,,,,Fiction,"Roman om tre mænd og en computer, der som en leg forsøger at finde den bedste måde at erobre verdensherredømmet på. Alt hvad de kan finde om fortidens okkulte og mystiske selskaber bliver splittet op i elementer, som bliver lagt ind i et edb-program som data. Men fortiden indhenter dem.",,,,,,,,,,,687,,,,,,italiano,,,,,,9788845247491,,0,0.000000,Sez. 2 Scaf. 3 Fila Ant.,Unread,,0,,,,,,,,0,,,,,2024/11/02 00:03:16.026530981,,,,,,,,bMS7wAEACAAJ,Personale,0,0,0,,,
La misteriosa fiamma della regina Loana,,romanzo illustrato,,,Umberto Eco,"Eco, Umberto",,,,,,Bompiani,,,2006,,,,Fiction,"Questo romanzo, benché illustrato a colori, è dominato dalla nebbia. Nella nebbia si risveglia Yambo, dopo un incidente che gli ha fatto perdere la memoria. Accompagnandolo nel lento recupero di se stesso, la moglie lo convince a tornare nella casa di campagna dove ha conservato i libri letti da ragazzo, i quaderni di scuola, i dischi che ascoltava allora. Così in un immenso solaio tra Langhe e Monferrato Yambo rivive la storia della propria generazione, tra ""Giovinezza"" e ""Pippo non lo sa"", tra Mussolini, Salgari, Flash Gordon e i suoi temi scolastici di piccolo balilla. Si arresta di fronte a due vuoti ancora nebbiosi, le tracce di un'esperienza forse atroce vissuta negli anni della Resistenza e l'immagine di una ragazza amata a sedici anni.",,,,,,,,,,,451,,,,,,italiano,,,,,,9788845257148,,0,0.000000,Sez. 2 Scaf. 3 Fila Ant.,Unread,,0,,,,,,,,0,,,,,2024/11/02 00:02:23.096408963,,,,,,,,d_0hngEACAAJ,Personale,0,0,0,,,
"Oh, to be a painter!",,,,,Virginia Woolf,"Woolf, Virginia",,,,,,David Zwirner Books,,,2021,,,,,,,,,,,,,,,,94,,,,,,inglese,,,,,,9781644230589,,0,0.000000,Sez. 2 Scaf. 3 Fila Ant.,Unread,,0,,,,,,,,0,,,,,2024/10/24 17:44:40.538689970,,,,,,,,,Personale,0,0,0,,http://images.amazon.com/images/P/1644230585.01Z.jpg,
"Three sisters, three queens",,,,,Philippa Gregory,"Gregory, Philippa",,,,,,Simon & Schuster UK,,,2016,,,,,,,,,,,,,,,,547,,,,,,inglese,,,,,,9781471133039,,0,0.000000,Sez. 2 Scaf. 3 Fila Ant.,Unread,,0,,,,,,,,0,,,,,2024/10/24 17:42:23.272096037,,,,,,,,,Personale,0,0,0,,http://images.amazon.com/images/P/1471133036.01Z.jpg,
‘A Livella,,,,,Totò (Antonio De Curtis),"Curtis), Totò (Antonio De",,,,,,Fausto Fiorentino Editrice,,,,,,,Poetry,,,,,,,,,,,,126,,,,,,,,,,,,,,0,4.000000,Sez. 2 Scaf. 3 Fila Post.,Read,,0,,2024/11/01,,,,,,0,,,,,2024/11/01 23:39:32.759256005,,,,,,,,,Personale,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/7A73CFF0-AC69-4495-B947-8DC741E3D0BF,"[{""status"":0,""activityYear"":2024,""param1"":""0"",""param2"":""2"",""param3"":"""",""contact"":"""",""comments"":"""",""deviceName"":""iPhone di Dorella"",""type"":12,""addedDate"":""2024\/11\/01 23:39:32.767755031"",""activityDate"":""2024\/11\/01""}]"
Carolina dei miracoli,,,,,Ferruccio Parazzoli,"Parazzoli, Ferruccio",,,,,,Risconti,,,,,,,Fiction,,,,,,,,,,,,182,,,,,,,,,,,,,,1,4.000000,Sez. 2 Scaf. 3 Fila Post.,Read,,0,,2024/11/01,,,,,,0,,,,,2024/11/01 23:32:01.235507011,,,,,,,,,Personale,0,0,0,,https://pictures.abebooks.com/inventory/31550542001.jpg,"[{""status"":0,""activityYear"":2024,""param1"":""0"",""param2"":""2"",""param3"":"""",""contact"":"""",""comments"":"""",""deviceName"":""iPhone di Dorella"",""type"":12,""addedDate"":""2024\/11\/01 23:32:01.259389042"",""activityDate"":""2024\/11\/01""}]"
Cronaca di una morte annunciata,,,,,Gabriel Garçia Marquez,"Marquez, Gabriel Garçia",,,Dario Puccini,,,Arnoldo Mondadori Editore,,,,,,,Fiction,,,,,,,,,,,,119,,,,,,,,,,,,,,0,4.500000,Sez. 2 Scaf. 3 Fila Post.,Read,,0,,2024/11/01,,,,,,0,,,,,2024/11/01 23:25:29.279417037,,,,,,,,,Personale,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/70D2D6C7-42AC-4BDD-ADF2-5958A378FB95,"[{""status"":0,""activityYear"":2024,""param1"":""0"",""param2"":""2"",""param3"":"""",""contact"":"""",""comments"":"""",""deviceName"":""iPhone di Dorella"",""type"":12,""addedDate"":""2024\/11\/01 23:25:29.283079028"",""activityDate"":""2024\/11\/01""}]"
Fiori e giardino A-I,,,Le garzantine,21,Ippolito Pizzetti e Orietta Sala (a cura di),"di), Ippolito Pizzetti e Orietta Sala (a cura",,,,,,Garzanti,,,,,,,Science,,,,,,,,,,,,460,,,,,,,,,,,,,,0,2.500000,Sez. 2 Scaf. 3 Fila Post.,Unread,,0,,,,,,,,0,,,,,2024/11/01 23:50:03.174886941,,,,,,,,,Personale,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/0D88CA64-9816-4D4B-9343-23F362D602C2,
Fiori e giardino J-Z,,,Le garzantine,22,Ippolito Pizzetti e Orietta Sala (a cura di),"di), Ippolito Pizzetti e Orietta Sala (a cura",,,,,,Garzanti,,,,,,,Science,,,,,,,,,,,,989,,,,,,,,,,,,,,0,0.000000,Sez. 2 Scaf. 3 Fila Post.,Unread,,0,,,,,,,,0,,,,,2024/11/01 23:53:35.909708976,,,,,,,,,Personale,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/9702E34D-E1DA-4859-BDEE-F5BE5BF44B24,
I giorni dell'abbandono,,,,,Elena Ferrante,"Ferrante, Elena",,,,,,Edizioni E/O,,,2015,,,,Fiction,"Una donna ancora giovane, serena e appagata, tuttaltro che inattiva nel cerchio sicuro della famiglia, viene abbandonata allimprovviso dal marito e precipita in un gorgo scuro e antico. Rimasta con i due figli e il cane, profondamente segnata dal dolore e dallumiliazione, Olga, dalla tranquilla Torino dove si è trasferita da qualche anno, è risucchiata tra i fantasmi della sua infanzia napoletana, che si impossessano del presente e la chiudono in una alienata e intermittente percezione di sé. Comincia a questo punto una caduta rovinosa che mozza il respiro, un racconto che cattura e trascina fino al fondo più nero, più dolente dellesperienza femminile",,,,,,,,,,,211,,,,,,italiano,,,,,,9788866326410,,0,3.500000,Sez. 2 Scaf. 3 Fila Post.,Read,,0,,2024/11/01,,,,,,0,,,,,2024/11/01 23:16:19.703791975,,,,,,,,NCYIrgEACAAJ,Personale,0,0,0,,,"[{""status"":0,""activityYear"":2024,""param1"":""0"",""param2"":""2"",""param3"":"""",""contact"":"""",""comments"":"""",""deviceName"":""iPhone di Dorella"",""type"":12,""addedDate"":""2024\/11\/01 23:16:19.711781024"",""activityDate"":""2024\/11\/01""}]"
